epoch,loss,lr,val_loss
41,1.4371539691637736e-05,1.25e-05,2.2966525648371316e-05
42,1.4987875147198793e-05,1.25e-05,2.2702546630171128e-05
43,1.4057411135581788e-05,1.25e-05,2.2290774722932838e-05
44,1.4996828213043045e-05,1.25e-05,2.127296829712577e-05
45,1.3740416761720553e-05,1.25e-05,2.0720926841022447e-05
46,1.3752350241702516e-05,6.25e-06,2.7224665245739743e-05
47,1.4161265426082537e-05,6.25e-06,2.087044958898332e-05
48,1.3431838851829525e-05,6.25e-06,2.236177351733204e-05
49,1.3159440641175024e-05,6.25e-06,2.1846935851499438e-05
50,1.379509467369644e-05,6.25e-06,2.167804450436961e-05
51,1.3265490451885853e-05,6.25e-06,2.1242358343442902e-05
52,1.4095734513830394e-05,6.25e-06,2.3879169020801783e-05
53,1.389171120536048e-05,3.125e-06,2.2305875972961076e-05
54,1.3510879398381803e-05,3.125e-06,2.2257243472267874e-05
55,1.3635740288009401e-05,3.125e-06,2.2700056433677673e-05
56,1.3494701306626666e-05,3.125e-06,1.9694607544806786e-05
57,1.3456866327032913e-05,3.125e-06,2.157839662686456e-05
58,1.3636702533403877e-05,3.125e-06,1.8089102013618685e-05
59,1.3411148756858893e-05,3.125e-06,2.0775596567546017e-05
60,1.4489481145574246e-05,3.125e-06,2.1029252820881084e-05
61,1.3205025425122585e-05,3.125e-06,2.129085078195203e-05
62,1.390532088407781e-05,3.125e-06,2.4770868549239822e-05
63,1.3208578820922412e-05,3.125e-06,2.1779173039249144e-05
64,1.3627518455905374e-05,1.5625e-06,2.128048254235182e-05
65,1.2632322977879085e-05,1.5625e-06,2.3117439923225902e-05
66,1.3663672689290252e-05,1.5625e-06,2.3468141080229543e-05
67,1.3682510143553372e-05,1.5625e-06,2.1255698811728507e-05
68,1.3218838830653112e-05,1.5625e-06,2.133255657099653e-05
69,1.3318130186235067e-05,1.5625e-06,2.2491494746645913e-05
70,1.3339891665964387e-05,1.5625e-06,2.1384334104368463e-05
71,1.3706575373362284e-05,7.8125e-07,2.2963795345276594e-05
72,1.278823401662521e-05,7.8125e-07,1.8915103282779455e-05
73,1.3448490790324286e-05,7.8125e-07,2.041587322310079e-05
74,1.328002690570429e-05,7.8125e-07,2.118304109899327e-05
75,1.2789027096005157e-05,7.8125e-07,1.646944110689219e-05
76,1.35570981001365e-05,7.8125e-07,2.1618869141093455e-05
77,1.4171970178722404e-05,7.8125e-07,2.2126734620542265e-05
78,1.3085174941807054e-05,7.8125e-07,2.1907742848270573e-05
79,1.2475634321162943e-05,7.8125e-07,2.2969401470618322e-05
80,1.3693398614122998e-05,7.8125e-07,1.8404081856715493e-05
81,1.3552124983107205e-05,3.90625e-07,2.580830368970055e-05
82,1.3013545867579523e-05,3.90625e-07,2.2770520445192233e-05
83,1.2806392987840809e-05,3.90625e-07,2.236024556623306e-05
84,1.337255980615737e-05,3.90625e-07,2.0809433408430777e-05
85,1.3038211363891605e-05,3.90625e-07,2.143714482372161e-05
86,1.361038266622927e-05,3.90625e-07,2.0712001060019247e-05
87,1.2390771189529914e-05,3.90625e-07,1.9907554815290496e-05
88,1.335683737124782e-05,1.953125e-07,2.0381286958581768e-05
89,1.3368729014473502e-05,1.953125e-07,1.8172846466768533e-05
90,1.3331579793884885e-05,1.953125e-07,2.1526904674828984e-05
91,1.2920866538479459e-05,1.953125e-07,1.9482116840663366e-05
92,1.2960325875610579e-05,1.953125e-07,2.6088880986208096e-05
93,1.3168659279472195e-05,1.953125e-07,2.169930849049706e-05
94,1.3041868442087434e-05,1.953125e-07,2.1911837393417954e-05
95,1.3447630408336408e-05,9.765625e-08,1.8337384972255677e-05
